model_name,sample_idx,method,tree_idx,tree,num_contexts,opt
model2,24,prune,9,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010,12,0
model2,24,prune,10,00000 000100 0010 001000 001010 1 10000 100100 10100 101000 101010,11,0
model2,24,prune,11,00000 000100 0010 001010 1 1000 10000 100100 10100 101010,10,0
model2,24,prune,12,00000 0010 00100 001010 1 1000 10000 10100 101010,9,0
model2,24,prune,13,0000 0010 00100 001010 1 1000 10100 101010,8,0
model2,24,prune,14,0000 0010 00100 1 1000 1010 10100,7,0
model2,24,prune,15,0000 00100 1 10 1000 10100,6,0
model2,24,prune,16,0000 1 10 100 1000,5,0
model2,24,prune,17,000 1 10 100,4,0
model2,24,prune,18,00 1 10,3,0
model2,24,prune,19,0 1,2,0
model2,25,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,25,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,25,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,25,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,25,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,25,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,25,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,25,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,25,prune,8,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,0
model2,25,prune,9,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010,12,0
model2,25,prune,10,00000 00010 000100 001000 1 10000 10010 100100 1010 10100 101000,11,0
model2,25,prune,11,0000 00010 000100 001000 1 10010 100100 1010 10100 101000,10,0
model2,25,prune,12,0000 00010 00100 001000 1 10010 1010 10100 101000,9,0
model2,25,prune,13,0000 00010 001000 1 100 10010 1010 101000,8,0
model2,25,prune,14,0000 0010 001000 1 100 1010 101000,7,0
model2,25,prune,15,0000 0010 1 100 1000 1010,6,0
model2,25,prune,16,000 0010 1 100 1010,5,0
model2,25,prune,17,00 0010 1 1010,4,0
model2,25,prune,18,00 1 10,3,0
model2,25,prune,19,0 1,2,0
model2,26,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,26,prune,1,000000 00001 000010 000100 000101 001000 001001 001010 10000 100000 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,20,0
model2,26,prune,2,000000 000010 0001 000100 000101 001000 001001 001010 10000 100000 100010 10010 100100 100101 10100 101000 101001 10101 101010,19,0
model2,26,prune,3,000000 000010 0001 000100 001000 001001 00101 001010 10000 100000 100010 10010 100100 10100 101000 101001 10101 101010,18,0
model2,26,prune,4,000000 000010 0001 000100 001000 001001 001010 10000 100000 100010 10010 100100 101 10100 101000 101001 101010,17,0
model2,26,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,26,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,26,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,26,prune,8,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,0
model2,26,prune,9,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,0
model2,26,prune,10,000000 00010 00100 001010 1 1000 10000 100000 10010 10100 101010,11,0
model2,26,prune,11,000000 0010 00100 001010 1 1000 10000 100000 10100 101010,10,0
model2,26,prune,12,00000 0010 00100 001010 1 1000 10000 10100 101010,9,0
model2,26,prune,13,00000 0010 001010 1 100 1000 10000 101010,8,0
model2,26,prune,14,0000 0010 001010 1 100 1000 101010,7,0
model2,26,prune,15,000 0010 001010 1 100 101010,6,0
model2,26,prune,16,00 0010 001010 1 101010,5,0
model2,26,prune,17,00 0010 1 1010,4,0
model2,26,prune,18,00 1 10,3,0
model2,26,prune,19,0 1,2,0
model2,27,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,27,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,27,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,27,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,27,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,27,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,27,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,27,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,27,prune,8,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,0
model2,27,prune,9,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,0
model2,27,prune,10,000000 00010 001000 001010 1 100 10000 100000 10010 101000 101010,11,0
model2,27,prune,11,000000 00010 001000 1 100 10000 100000 10010 1010 101000,10,0
model2,27,prune,12,000000 00010 1 100 1000 10000 100000 10010 1010,9,0
model2,27,prune,13,00000 00010 1 100 1000 10000 10010 1010,8,0
model2,27,prune,14,0000 00010 1 100 1000 10010 1010,7,0
model2,27,prune,15,000 00010 1 100 10010 1010,6,0
model2,27,prune,16,000 0010 1 100 1010,5,0
model2,27,prune,17,000 1 10 100,4,0
model2,27,prune,18,00 1 10,3,0
model2,27,prune,19,0 1,2,0
model2,28,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,28,prune,1,000000 00001 000010 000100 000101 001000 001001 001010 10000 100000 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,20,0
model2,28,prune,2,000000 000010 0001 000100 000101 001000 001001 001010 10000 100000 100010 10010 100100 100101 10100 101000 101001 10101 101010,19,0
model2,28,prune,3,000000 000010 0001 000100 001000 001001 00101 001010 10000 100000 100010 10010 100100 10100 101000 101001 10101 101010,18,0
model2,28,prune,4,000000 000010 0001 000100 001000 001001 001010 10000 100000 100010 10010 100100 101 10100 101000 101001 101010,17,0
model2,28,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,28,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,28,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,28,prune,8,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,0
model2,28,prune,9,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010,12,0
model2,28,prune,10,000000 000100 0010 001000 1 10000 100000 100100 1010 10100 101000,11,0
model2,28,prune,11,000000 000100 001000 1 10 10000 100000 100100 10100 101000,10,0
model2,28,prune,12,00000 000100 001000 1 10 10000 100100 10100 101000,9,0
model2,28,prune,13,00000 00100 001000 1 10 10000 10100 101000,8,0
model2,28,prune,14,00000 001000 1 10 100 10000 101000,7,0
model2,28,prune,15,00000 1 10 100 1000 10000,6,0
model2,28,prune,16,0000 1 10 100 1000,5,0
model2,28,prune,17,000 1 10 100,4,0
model2,28,prune,18,00 1 10,3,0
model2,28,prune,19,0 1,2,0
model2,29,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,29,prune,1,000000 000001 000010 000100 000101 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 100101 10100 101000 10101 101010,20,0
model2,29,prune,2,000000 000001 000010 000100 001000 00101 001010 10000 100000 100001 10001 100010 1001 10010 100100 10100 101000 10101 101010,19,0
model2,29,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,29,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,29,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,29,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,29,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,29,prune,8,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,0
model2,29,prune,9,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,29,prune,10,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100,11,0
model2,29,prune,11,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,0
model2,29,prune,12,000000 00010 1 100 1000 10000 100000 10010 1010,9,0
model2,29,prune,13,000000 0010 1 100 1000 10000 100000 1010,8,0
model2,29,prune,14,000000 1 10 100 1000 10000 100000,7,0
model2,29,prune,15,00000 1 10 100 1000 10000,6,0
model2,29,prune,16,0000 1 10 100 1000,5,0
model2,29,prune,17,000 1 10 100,4,0
model2,29,prune,18,00 1 10,3,0
model2,29,prune,19,0 1,2,0
model2,30,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,30,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,30,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,30,prune,3,000000 00001 000010 000100 001000 001001 001010 10000 100000 10001 100010 10010 100100 101 10100 101000 101001 101010,18,0
model2,30,prune,4,000000 000010 0001 000100 001000 001001 001010 10000 100000 100010 10010 100100 101 10100 101000 101001 101010,17,0
model2,30,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,30,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,30,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,30,prune,8,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,0
model2,30,prune,9,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010,12,0
model2,30,prune,10,000000 00010 00100 001010 1 1000 10000 100000 10010 10100 101010,11,0
model2,30,prune,11,000000 00010 00100 1 1000 10000 100000 10010 1010 10100,10,0
model2,30,prune,12,000000 0010 00100 1 1000 10000 100000 1010 10100,9,0
model2,30,prune,13,00000 0010 00100 1 1000 10000 1010 10100,8,0
model2,30,prune,14,0000 0010 00100 1 1000 1010 10100,7,0
model2,30,prune,15,000 0010 00100 1 1010 10100,6,0
model2,30,prune,16,000 00100 1 10 10100,5,0
model2,30,prune,17,000 1 10 100,4,0
model2,30,prune,18,00 1 10,3,0
model2,30,prune,19,0 1,2,0
model2,31,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,31,prune,1,000000 00001 000010 000100 000101 001000 001001 001010 10000 100000 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,20,0
model2,31,prune,2,000000 000010 0001 000100 000101 001000 001001 001010 10000 100000 100010 10010 100100 100101 10100 101000 101001 10101 101010,19,0
model2,31,prune,3,000000 000010 0001 000100 001000 001001 00101 001010 10000 100000 100010 10010 100100 10100 101000 101001 10101 101010,18,0
model2,31,prune,4,000000 000010 0001 000100 001000 001001 001010 10000 100000 100010 10010 100100 101 10100 101000 101001 101010,17,0
model2,31,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,31,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,31,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,31,prune,8,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,0
model2,31,prune,9,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010,12,0
model2,31,prune,10,000000 000100 0010 001010 1 1000 10000 100000 100100 10100 101010,11,0
model2,31,prune,11,00000 000100 0010 001010 1 1000 10000 100100 10100 101010,10,0
model2,31,prune,12,00000 0010 00100 001010 1 1000 10000 10100 101010,9,0
model2,31,prune,13,00000 0010 001010 1 100 1000 10000 101010,8,0
model2,31,prune,14,00000 0010 1 100 1000 10000 1010,7,0
model2,31,prune,15,00000 1 10 100 1000 10000,6,0
model2,31,prune,16,0000 1 10 100 1000,5,0
model2,31,prune,17,000 1 10 100,4,0
model2,31,prune,18,00 1 10,3,0
model2,31,prune,19,0 1,2,0
model2,32,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,32,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,32,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,32,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,32,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,32,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,32,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,32,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,32,prune,8,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,0
model2,32,prune,9,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010,12,0
model2,32,prune,10,00000 000010 001000 001010 1 100 10000 100010 10010 101000 101010,11,0
model2,32,prune,11,00000 00010 001000 001010 1 100 10000 10010 101000 101010,10,0
model2,32,prune,12,00000 0010 001000 001010 1 100 10000 101000 101010,9,0
model2,32,prune,13,0000 0010 001000 001010 1 100 101000 101010,8,0
model2,32,prune,14,0000 0010 001010 1 100 1000 101010,7,0
model2,32,prune,15,000 0010 001010 1 100 101010,6,0
model2,32,prune,16,000 0010 1 100 1010,5,0
model2,32,prune,17,000 1 10 100,4,0
model2,32,prune,18,00 1 10,3,0
model2,32,prune,19,0 1,2,0
model2,33,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,33,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,33,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,33,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,33,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,33,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,33,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,33,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,33,prune,8,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,0
model2,33,prune,9,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,0
model2,33,prune,10,000000 0010 00100 001000 001010 1 10000 100000 10100 101000 101010,11,0
model2,33,prune,11,000000 0010 00100 001010 1 1000 10000 100000 10100 101010,10,0
model2,33,prune,12,000000 0010 00100 1 1000 10000 100000 1010 10100,9,0
model2,33,prune,13,000000 00100 1 10 1000 10000 100000 10100,8,0
model2,33,prune,14,00000 00100 1 10 1000 10000 10100,7,0
model2,33,prune,15,0000 00100 1 10 1000 10100,6,0
model2,33,prune,16,000 00100 1 10 10100,5,0
model2,33,prune,17,000 1 10 100,4,0
model2,33,prune,18,00 1 10,3,0
model2,33,prune,19,0 1,2,0
model2,34,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,34,prune,1,000000 00001 000010 000100 000101 001000 001001 001010 10000 100000 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,20,0
model2,34,prune,2,000000 000010 0001 000100 000101 001000 001001 001010 10000 100000 100010 10010 100100 100101 10100 101000 101001 10101 101010,19,0
model2,34,prune,3,000000 000010 0001 000100 001000 001001 00101 001010 10000 100000 100010 10010 100100 10100 101000 101001 10101 101010,18,0
model2,34,prune,4,000000 000010 0001 000100 001000 001001 001010 10000 100000 100010 10010 100100 101 10100 101000 101001 101010,17,0
model2,34,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,34,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,34,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,34,prune,8,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,0
model2,34,prune,9,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010,12,0
model2,34,prune,10,00000 000010 001000 001010 1 100 10000 100010 10010 101000 101010,11,0
model2,34,prune,11,00000 000010 001000 1 100 10000 100010 10010 1010 101000,10,0
model2,34,prune,12,00000 00010 001000 1 100 10000 10010 1010 101000,9,0
model2,34,prune,13,00000 00010 1 100 1000 10000 10010 1010,8,0
model2,34,prune,14,0000 00010 1 100 1000 10010 1010,7,0
model2,34,prune,15,000 00010 1 100 10010 1010,6,0
model2,34,prune,16,000 0010 1 100 1010,5,0
model2,34,prune,17,000 1 10 100,4,0
model2,34,prune,18,00 1 10,3,0
model2,34,prune,19,0 1,2,0
model2,35,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,35,prune,1,000000 00001 000010 000100 000101 001000 001001 001010 10000 100000 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,20,0
model2,35,prune,2,000000 000010 0001 000100 000101 001000 001001 001010 10000 100000 100010 10010 100100 100101 10100 101000 101001 10101 101010,19,0
model2,35,prune,3,000000 000010 0001 000100 001000 001001 00101 001010 10000 100000 100010 10010 100100 10100 101000 101001 10101 101010,18,0
model2,35,prune,4,000000 000010 0001 000100 001000 001001 001010 10000 100000 100010 10010 100100 101 10100 101000 101001 101010,17,0
model2,35,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,35,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,35,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,35,prune,8,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,0
model2,35,prune,9,000000 000010 00100 001000 1 10000 100000 100010 10010 1010 10100 101000,12,0
model2,35,prune,10,000000 00010 00100 001000 1 10000 100000 10010 1010 10100 101000,11,0
model2,35,prune,11,000000 0010 00100 001000 1 10000 100000 1010 10100 101000,10,0
model2,35,prune,12,000000 00100 001000 1 10 10000 100000 10100 101000,9,0
model2,35,prune,13,000000 00100 1 10 1000 10000 100000 10100,8,0
model2,35,prune,14,000000 1 10 100 1000 10000 100000,7,0
model2,35,prune,15,00000 1 10 100 1000 10000,6,0
model2,35,prune,16,0000 1 10 100 1000,5,0
model2,35,prune,17,000 1 10 100,4,0
model2,35,prune,18,00 1 10,3,0
model2,35,prune,19,0 1,2,0
model2,36,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,36,prune,1,000000 000001 000010 000100 000101 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 100101 10100 101000 10101 101010,20,0
model2,36,prune,2,000000 000001 000010 000100 001000 00101 001010 10000 100000 100001 10001 100010 1001 10010 100100 10100 101000 10101 101010,19,0
model2,36,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,36,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,36,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,36,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,36,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,36,prune,8,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,0
model2,36,prune,9,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,0
model2,36,prune,10,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100,11,0
model2,36,prune,11,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,0
model2,36,prune,12,000000 00010 1 100 1000 10000 100000 10010 1010,9,0
model2,36,prune,13,000000 0010 1 100 1000 10000 100000 1010,8,0
model2,36,prune,14,000000 1 10 100 1000 10000 100000,7,0
model2,36,prune,15,00000 1 10 100 1000 10000,6,0
model2,36,prune,16,0000 1 10 100 1000,5,0
model2,36,prune,17,000 1 10 100,4,0
model2,36,prune,18,00 1 10,3,0
model2,36,prune,19,0 1,2,0
model2,37,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,37,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,37,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,37,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,37,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,37,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,37,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,37,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,37,prune,8,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,0
model2,37,prune,9,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,0
model2,37,prune,10,000000 00010 00100 001010 1 1000 10000 100000 10010 10100 101010,11,0
model2,37,prune,11,000000 0010 00100 001010 1 1000 10000 100000 10100 101010,10,0
model2,37,prune,12,000000 0010 00100 1 1000 10000 100000 1010 10100,9,0
model2,37,prune,13,000000 00100 1 10 1000 10000 100000 10100,8,0
model2,37,prune,14,000000 1 10 100 1000 10000 100000,7,0
model2,37,prune,15,00000 1 10 100 1000 10000,6,0
model2,37,prune,16,0000 1 10 100 1000,5,0
model2,37,prune,17,000 1 10 100,4,0
model2,37,prune,18,00 1 10,3,0
model2,37,prune,19,0 1,2,0
model2,38,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,38,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,38,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,38,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,38,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,38,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
model2,38,prune,6,000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,15,0
model2,38,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,0
model2,38,prune,8,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,0
model2,38,prune,9,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,0
model2,38,prune,10,00000 000010 00100 001010 1 1000 10000 100010 10010 10100 101010,11,0
model2,38,prune,11,00000 000010 00100 1 1000 10000 100010 10010 1010 10100,10,0
model2,38,prune,12,00000 000010 1 100 1000 10000 100010 10010 1010,9,0
model2,38,prune,13,00000 00010 1 100 1000 10000 10010 1010,8,0
model2,38,prune,14,0000 00010 1 100 1000 10010 1010,7,0
model2,38,prune,15,000 00010 1 100 10010 1010,6,0
model2,38,prune,16,000 0010 1 100 1010,5,0
model2,38,prune,17,000 1 10 100,4,0
model2,38,prune,18,00 1 10,3,0
model2,38,prune,19,0 1,2,0
model2,39,prune,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,21,0
model2,39,prune,1,000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,20,0
model2,39,prune,2,000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,19,0
model2,39,prune,3,000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,18,0
model2,39,prune,4,000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,17,0
model2,39,prune,5,000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,16,0
